City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
524,San Jose,US,37.3394,-121.895,67.78,30,20,9.22,few clouds,2022-11-17 00:17:41
525,Ormond Beach,US,29.2858,-81.0559,71.08,86,75,8.05,mist,2022-11-17 00:17:42
526,Christchurch,NZ,-43.5333,172.6333,71.42,68,20,3.44,few clouds,2022-11-17 00:15:05
527,Turayf,SA,31.6725,38.6637,50.25,93,0,4.61,clear sky,2022-11-17 00:17:58
528,Abu Dhabi,AE,24.4667,54.3667,78.96,80,0,3.44,clear sky,2022-11-17 00:17:59
529,Walvis Bay,NA,-22.9575,14.5053,60.1,94,0,11.5,clear sky,2022-11-17 00:17:59
530,Barretos,BR,-20.5572,-48.5678,75.51,32,0,7.18,clear sky,2022-11-17 00:17:59
531,Guaraniacu,BR,-25.1008,-52.8781,58.84,77,2,4.38,clear sky,2022-11-17 00:18:00
532,Peniche,PT,39.3558,-9.3811,65.28,93,100,18.61,overcast clouds,2022-11-17 00:18:00
533,Camacha,PT,33.0833,-16.3333,65.62,94,40,8.05,scattered clouds,2022-11-17 00:18:00
534,Sibolga,ID,1.7427,98.7792,74.61,90,100,3.06,overcast clouds,2022-11-17 00:18:00
535,Esmeraldas,BR,-19.7625,-44.3139,68.31,89,33,2.1,scattered clouds,2022-11-17 00:18:01
536,Santa Maria,BR,-29.6842,-53.8069,68.95,56,0,4.0,clear sky,2022-11-17 00:18:01
537,Kota Tinggi,MY,1.7381,103.8999,80.49,74,98,3.51,overcast clouds,2022-11-17 00:18:01
538,Estancia,BR,-11.2683,-37.4383,74.17,90,73,6.15,broken clouds,2022-11-17 00:18:02
539,Floro,NO,61.5996,5.0328,51.96,29,0,24.16,clear sky,2022-11-17 00:18:02
540,Strezhevoy,RU,60.7333,77.5889,-8.34,94,10,5.1,clear sky,2022-11-17 00:18:03
541,Mount Isa,AU,-20.7333,139.5,82.17,18,53,14.97,broken clouds,2022-11-17 00:18:03
542,Katobu,ID,-4.9408,122.5276,79.23,88,100,6.38,overcast clouds,2022-11-17 00:18:03
543,Rehoboth,NA,-23.3167,17.0833,72.28,15,0,3.0,clear sky,2022-11-17 00:18:04
544,Dicabisagan,PH,17.0818,122.4157,80.06,81,58,4.72,moderate rain,2022-11-17 00:18:04
545,Amapa,BR,1.0,-52.0,74.07,67,99,3.15,overcast clouds,2022-11-17 00:18:05
546,Bilibino,RU,68.0546,166.4372,-5.12,97,96,1.83,overcast clouds,2022-11-17 00:18:05
547,Boende,CD,-0.2167,20.8667,70.0,99,98,2.35,overcast clouds,2022-11-17 00:13:59
548,Maues,BR,-3.3836,-57.7186,82.92,60,99,2.24,overcast clouds,2022-11-17 00:18:06
549,Balabac,PH,7.9868,117.0645,82.42,80,100,10.58,overcast clouds,2022-11-17 00:18:06
550,Butembo,CD,0.15,29.2833,56.86,99,94,2.28,light rain,2022-11-17 00:18:07
551,Caloundra,AU,-26.8,153.1333,72.9,38,61,7.0,broken clouds,2022-11-17 00:18:07
552,Coruripe,BR,-10.1256,-36.1756,76.78,85,56,10.67,broken clouds,2022-11-17 00:13:56
553,Khetia,IN,21.6667,74.5833,69.12,44,16,5.84,few clouds,2022-11-17 00:18:08
554,Miramar,US,25.9873,-80.2323,81.0,81,100,5.75,overcast clouds,2022-11-17 00:18:08
555,Waipawa,NZ,-41.4122,175.5153,64.33,72,97,4.81,overcast clouds,2022-11-17 00:18:08
556,Eha Amufu,NG,6.6592,7.7596,74.14,67,91,4.16,overcast clouds,2022-11-17 00:18:09
557,Sawakin,SD,19.1059,37.3321,83.43,64,55,4.03,broken clouds,2022-11-17 00:18:09
558,Sikeston,US,36.8767,-89.5879,37.29,69,40,4.61,scattered clouds,2022-11-17 00:18:10
559,Ouesso,CG,1.6136,16.0517,68.99,99,100,2.1,moderate rain,2022-11-17 00:18:11
560,Verkhnyaya Inta,RU,65.9811,60.3094,-9.49,87,15,8.34,few clouds,2022-11-17 00:18:11
561,Lielvarde,LV,56.7207,24.8074,28.42,87,25,3.51,scattered clouds,2022-11-17 00:18:12
562,Honiara,SB,-9.4333,159.95,84.51,74,99,3.27,overcast clouds,2022-11-17 00:13:53
563,Maturin,VE,9.75,-63.1767,76.84,100,100,5.75,overcast clouds,2022-11-17 00:16:39
564,Kismayo,SO,-0.3582,42.5454,78.35,81,27,9.48,scattered clouds,2022-11-17 00:18:13
565,Dorchester,US,33.1002,-80.3831,52.07,97,100,0.0,overcast clouds,2022-11-17 00:18:13
566,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,75.24,36,1,8.21,clear sky,2022-11-17 00:18:14
567,Phonhong,LA,18.5007,102.4166,72.3,91,6,1.7,clear sky,2022-11-17 00:18:14
568,Znamenskoye,RU,57.1281,73.8282,-2.42,95,97,5.66,overcast clouds,2022-11-17 00:18:15
569,Madison Heights,US,42.4859,-83.1052,37.36,82,100,6.91,haze,2022-11-17 00:14:20
570,Lincoln,US,40.8,-96.667,29.28,51,0,3.44,clear sky,2022-11-17 00:15:29
571,Port Moresby,PG,-9.4431,147.1797,87.22,74,40,11.5,scattered clouds,2022-11-17 00:15:56
572,Pestyaki,RU,56.7103,42.6717,23.18,88,71,3.58,broken clouds,2022-11-17 00:18:15
573,Pontes E Lacerda,BR,-15.2261,-59.3353,79.68,50,15,5.75,few clouds,2022-11-17 00:14:25
574,Buraydah,SA,26.326,43.975,68.45,44,97,7.29,overcast clouds,2022-11-17 00:18:17
575,Castelo Do Piaui,BR,-5.3222,-41.5525,81.95,42,33,5.64,scattered clouds,2022-11-17 00:18:18
576,Mata,PT,40.683,-7.4592,59.94,98,100,10.38,overcast clouds,2022-11-17 00:18:19
577,Karakol,KG,42.4907,78.3936,22.98,75,100,8.14,light snow,2022-11-17 00:18:19
578,Malakal,SS,9.5334,31.6605,75.65,36,18,5.28,few clouds,2022-11-17 00:18:20
579,Sao Pedro Da Cadeira,PT,39.0698,-9.3717,65.66,92,100,10.0,overcast clouds,2022-11-17 00:18:20
580,Sisimiut,GL,66.9395,-53.6735,22.24,90,100,21.18,light snow,2022-11-17 00:18:21
581,Birao,CF,10.2849,22.7882,69.55,34,100,5.53,overcast clouds,2022-11-17 00:18:21
582,Lerwick,GB,60.1545,-1.1494,50.0,89,100,42.28,moderate rain,2022-11-17 00:15:50
583,Murupara,NZ,-38.4667,176.7,63.66,97,100,4.9,overcast clouds,2022-11-17 00:18:22
584,Buxton,GB,53.2574,-1.9098,45.88,95,100,1.99,light rain,2022-11-17 00:18:22
585,Ola,RU,59.5833,151.2833,-1.86,89,100,9.33,overcast clouds,2022-11-17 00:18:23
586,Coromandel,BR,-18.4733,-47.2003,70.97,62,31,2.91,scattered clouds,2022-11-17 00:18:23
587,Kattivakkam,IN,13.2167,80.3167,73.49,75,34,9.73,scattered clouds,2022-11-17 00:18:24
588,Neiafu,TO,-18.65,-173.9833,81.28,83,40,2.3,scattered clouds,2022-11-17 00:18:24
589,Alvorada,BR,-12.48,-49.1247,75.25,80,95,3.49,overcast clouds,2022-11-17 00:18:25
590,Kango,GA,0.1943,10.0951,72.84,98,100,0.4,light rain,2022-11-17 00:18:25
591,Gamba,GA,-2.65,10.0,76.06,85,99,8.19,light rain,2022-11-17 00:18:25
592,Novikovo,RU,51.1537,37.8879,30.83,96,100,10.54,light snow,2022-11-17 00:18:26
593,Csaszartoltes,HU,46.4219,19.1836,48.43,89,100,7.9,overcast clouds,2022-11-17 00:18:26
594,Narva-Joesuu,EE,59.4589,28.0408,36.88,80,100,10.04,overcast clouds,2022-11-17 00:18:27
595,Dudinka,RU,69.4058,86.1778,-33.48,100,34,3.4,scattered clouds,2022-11-17 00:18:27
596,Kaoma,ZM,-14.7833,24.8,63.36,94,19,4.92,few clouds,2022-11-17 00:18:27
597,Mananjary,MG,-21.2167,48.3333,71.76,91,87,7.96,light rain,2022-11-17 00:18:28
598,Juneau,US,58.3019,-134.4197,43.21,94,40,0.0,fog,2022-11-17 00:16:30
599,Emba,KZ,48.8264,58.1442,23.47,85,93,7.14,overcast clouds,2022-11-17 00:18:29
600,San Quintin,MX,30.4833,-115.95,65.35,42,0,8.12,clear sky,2022-11-17 00:18:29
601,Chaohu,CN,31.6,117.8667,56.23,89,100,4.41,overcast clouds,2022-11-17 00:18:29
602,Arvika,SE,59.6553,12.5852,32.61,71,100,7.2,overcast clouds,2022-11-17 00:18:30
603,Kiunga,PG,-6.1219,141.2906,85.23,72,100,1.79,overcast clouds,2022-11-17 00:18:30
604,Fougamou,GA,-1.2154,10.5838,71.58,99,92,1.39,light rain,2022-11-17 00:18:30
605,Verkhoyansk,RU,67.5447,133.385,-41.31,100,75,1.21,broken clouds,2022-11-17 00:18:31
606,Fortuna,US,40.5982,-124.1573,58.91,70,0,9.22,clear sky,2022-11-17 00:18:31
607,Ergani,TR,38.2653,39.7621,46.24,87,100,2.89,light rain,2022-11-17 00:18:32
608,Chapais,CA,49.7834,-74.8492,19.18,95,100,5.48,light snow,2022-11-17 00:18:32
609,Alghero,IT,40.5589,8.3181,53.69,100,30,2.3,fog,2022-11-17 00:18:32
610,Asfi,MA,32.2994,-9.2372,64.47,82,41,1.68,scattered clouds,2022-11-17 00:18:33
611,Klooga,EE,59.3197,24.2114,34.9,100,75,1.14,broken clouds,2022-11-17 00:18:33
612,Dalbandin,PK,28.8947,64.4101,55.54,28,0,6.67,clear sky,2022-11-17 00:18:33
613,Cururupu,BR,-1.8283,-44.8683,75.79,82,67,4.65,broken clouds,2022-11-17 00:18:34
614,Coos Bay,US,43.3665,-124.2179,59.31,62,0,3.44,clear sky,2022-11-17 00:14:06
615,Sao Gabriel,BR,-30.3364,-54.32,69.91,58,0,6.55,clear sky,2022-11-17 00:18:34
616,Kenai,US,60.5544,-151.2583,33.15,71,0,12.66,clear sky,2022-11-17 00:15:01
617,Gao,ML,16.6362,1.637,70.0,15,87,11.1,overcast clouds,2022-11-17 00:18:34
618,Tarko-Sale,RU,64.9225,77.785,-5.04,79,70,7.92,broken clouds,2022-11-17 00:18:35
619,Kochi,IN,9.9399,76.2602,77.02,87,100,6.82,overcast clouds,2022-11-17 00:15:45
620,Inuvik,CA,68.3499,-133.7218,25.56,54,75,5.75,broken clouds,2022-11-17 00:18:36
621,Sibenik,HR,43.7272,15.9058,57.38,96,86,4.83,overcast clouds,2022-11-17 00:18:36
622,Sinjar,IQ,36.3209,41.8754,52.77,76,86,9.26,overcast clouds,2022-11-17 00:18:37
623,Ha Tinh,VN,18.3333,105.9,74.95,90,15,2.06,few clouds,2022-11-17 00:18:37
624,Pathein,MM,16.7833,94.7333,71.87,84,27,5.39,scattered clouds,2022-11-17 00:18:37
625,Kamenka,RU,51.3223,42.7678,31.1,99,100,4.79,light snow,2022-11-17 00:18:37
626,Havelock,US,34.8791,-76.9013,55.92,87,40,4.61,scattered clouds,2022-11-17 00:18:38
627,Povenets,RU,62.8487,34.8262,33.89,84,91,9.86,overcast clouds,2022-11-17 00:18:38
628,Salym,RU,60.0625,71.4789,-13.43,98,14,3.67,few clouds,2022-11-17 00:18:39
629,Great Yarmouth,GB,52.6083,1.7305,54.01,91,100,28.16,moderate rain,2022-11-17 00:18:39
630,Boshkengash,TJ,38.4661,68.8053,41.34,87,20,4.47,few clouds,2022-11-17 00:18:39
631,Ambagarh Chauki,IN,20.7833,80.7167,58.24,58,2,1.95,clear sky,2022-11-17 00:18:40
632,Manavadar,IN,21.5,70.1333,72.27,47,0,7.43,clear sky,2022-11-17 00:18:40
633,Yuzhno-Kurilsk,RU,44.0306,145.8556,41.61,58,67,17.58,broken clouds,2022-11-17 00:18:40
634,Kaeo,NZ,-35.1,173.7833,74.32,82,79,7.05,broken clouds,2022-11-17 00:18:41
635,Beloha,MG,-25.1667,45.05,66.56,88,0,4.5,clear sky,2022-11-17 00:14:24
636,Nampula,MZ,-15.1165,39.2666,71.55,83,0,6.91,clear sky,2022-11-17 00:18:42
637,Jinchang,CN,38.4953,102.1739,35.31,42,0,7.36,clear sky,2022-11-17 00:18:42
638,Salinas,US,36.6777,-121.6555,68.61,42,0,11.5,clear sky,2022-11-17 00:18:42
639,Half Moon Bay,US,37.4636,-122.4286,67.82,34,40,10.36,scattered clouds,2022-11-17 00:18:43
640,Isabela,PH,6.7085,121.9711,78.85,80,99,9.4,overcast clouds,2022-11-17 00:18:43
641,Exu,BR,-7.5119,-39.7242,80.87,47,73,2.98,broken clouds,2022-11-17 00:18:44
642,Sorland,NO,67.667,12.6934,44.46,53,71,11.5,broken clouds,2022-11-17 00:18:44
643,Balykshi,KZ,47.0667,51.8667,30.2,80,75,13.42,mist,2022-11-17 00:18:44
644,Karlskoga,SE,59.3267,14.5239,36.39,73,100,6.69,overcast clouds,2022-11-17 00:18:16
645,Husavik,IS,66.0449,-17.3389,43.32,80,98,15.3,overcast clouds,2022-11-17 00:18:45
646,Ware,GB,51.8126,-0.0283,52.11,97,75,9.22,broken clouds,2022-11-17 00:18:45
647,Lawrenceburg,US,38.0373,-84.8966,37.98,63,100,5.75,overcast clouds,2022-11-17 00:18:46
648,Matamoros,MX,25.5333,-103.25,62.71,48,75,8.05,broken clouds,2022-11-17 00:17:37
649,Wagar,SD,16.1525,36.2032,78.87,53,3,9.15,clear sky,2022-11-17 00:18:46
650,Sarangani,PH,5.4033,125.4636,79.75,80,100,13.94,overcast clouds,2022-11-17 00:18:47
651,Winnemucca,US,40.973,-117.7357,44.65,33,0,0.0,clear sky,2022-11-17 00:18:47
652,Tombouctou,ML,20.0,-3.0,70.88,15,97,11.21,overcast clouds,2022-11-17 00:18:47
653,Bulgan,MN,48.8125,103.5347,22.5,48,2,4.0,clear sky,2022-11-17 00:18:47
654,Umm Lajj,SA,25.0213,37.2685,75.02,57,70,9.44,broken clouds,2022-11-17 00:18:48
655,Saravan,AM,39.7196,45.6483,35.64,63,64,2.08,broken clouds,2022-11-17 00:18:48
656,Carutapera,BR,-1.195,-46.02,78.8,76,79,7.25,broken clouds,2022-11-17 00:18:49
657,Itacoatiara,BR,-3.1431,-58.4442,82.51,64,100,3.02,overcast clouds,2022-11-17 00:18:49
658,Port Hedland,AU,-20.3167,118.5667,77.05,65,100,11.5,overcast clouds,2022-11-17 00:18:49
659,Fallon,US,39.4735,-118.7774,47.91,35,0,6.91,clear sky,2022-11-17 00:18:50
660,Caconda,AO,-13.7333,15.0667,60.49,72,98,2.98,overcast clouds,2022-11-17 00:18:50
661,Shurugwi,ZW,-19.6702,30.0059,63.0,45,0,4.18,clear sky,2022-11-17 00:18:50
662,Caravelas,BR,-17.7125,-39.2481,73.54,94,100,0.38,overcast clouds,2022-11-17 00:18:50
663,Chenzhou,CN,25.8,113.0333,57.65,96,99,3.67,overcast clouds,2022-11-17 00:18:51
664,Mus,TR,39.0,41.75,35.22,100,100,3.47,snow,2022-11-17 00:18:51
665,Santa Fe,AR,-31.6333,-60.7,83.98,46,39,1.99,light rain,2022-11-17 00:18:51
666,Balkhash,KZ,46.844,74.9804,28.33,62,78,17.45,broken clouds,2022-11-17 00:18:52
667,Karasburg,NA,-28.0167,18.75,61.52,54,6,10.13,clear sky,2022-11-17 00:18:52
668,Las Vegas,US,36.175,-115.1372,60.58,20,0,10.36,clear sky,2022-11-17 00:16:30
669,Oranjestad,AW,12.524,-70.027,82.9,84,40,19.57,scattered clouds,2022-11-17 00:15:49
670,Bontang,ID,0.1333,117.5,78.89,84,100,6.33,overcast clouds,2022-11-17 00:18:52
671,Balikpapan,ID,-1.2675,116.8289,81.59,89,20,5.75,few clouds,2022-11-17 00:18:53
672,Kachug,RU,53.9606,105.8817,17.24,95,67,2.44,broken clouds,2022-11-17 00:18:53
673,Shelburne,CA,44.0787,-80.2041,27.75,88,93,5.55,overcast clouds,2022-11-17 00:15:08
674,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,76.69,72,48,4.12,scattered clouds,2022-11-17 00:18:53
675,Nadym,RU,65.5333,72.5167,2.5,82,99,10.18,overcast clouds,2022-11-17 00:18:54
676,Wuxue,CN,29.8506,115.5525,56.3,80,100,3.27,overcast clouds,2022-11-17 00:18:54
677,Las Lomas,PA,8.4333,-82.4,76.69,90,90,2.82,overcast clouds,2022-11-17 00:18:54
678,Hovd,MN,48.0056,91.6419,27.7,45,75,11.7,broken clouds,2022-11-17 00:18:55
679,Qianan,CN,44.9932,124.0581,28.36,86,73,6.55,broken clouds,2022-11-17 00:18:55
680,Werda,BW,-25.2667,23.2833,77.43,26,29,7.58,scattered clouds,2022-11-17 00:18:55
